Customer_ID,Age,Gender,Occupation,Marital Status,Family Size,Income,Expenditure,Use Frequency,Loan Category,Loan Amount,Overdue, Debt Record, Returned Cheque, Dishonour of Bill
IB14991,52,MALE,PILOT,SINGLE,7,95853,49629,4,HOUSING,"1,392,577",6,25269,4,8
IB14993,47,FEMALE,CLERK,MARRIED,3,41182,22773,6,HOUSING,"855,157",3,41755,0,6
IB14995,43,FEMALE,POLICE,MARRIED,5,58501,28744,5,GOLD LOAN,"1,160,365",2,55397,9,0
IB14996,27,MALE,DOCTOR,SINGLE,7,68366,30258,2,TRAVELLING,"1,059,986",9,20611,5,5
IB14998,31,MALE,DRIVER,MARRIED,2,38558,21169,2,EDUCATIONAL LOAN,"968,932",4,48649,7,9
IB15001,39,FEMALE,NAVY,SINGLE,4,79699,32482,3,AUTOMOBILE,"810,206",9,57206,2,8
IB15004,45,FEMALE,SOFTWARE ENGINEER,SINGLE,4,68199,33464,9,ELECTRONICS,"719,010",3,46384,4,8
IB15007,59,FEMALE,NAVY,SINGLE,2,75171,36078,5,RESTAURANT,"556,808",6,58510,8,7
IB15009,48,MALE,EXECUTIVE,SINGLE,2,67460,45959,2,BUSINESS,"1,173,372",5,62858,1,5
IB15011,30,FEMALE,TEACHER,SINGLE,5,55564,28097,2,AUTOMOBILE,"822,907",2,56157,2,7
IB15014,26,FEMALE,BUSINESS,MARRIED,3,61508,26048,9,GOLD LOAN,"899,791",8,40479,0,9
IB15017,39,FEMALE,BUSINESS,MARRIED,6,73769,38186,6,RESTAURANT,"954,392",8,81465,0,3
IB15019,28,MALE,SOFTWARE ENGINEER,MARRIED,2,76637,45083,3,EDUCATIONAL LOAN,"1,692,266",6,23537,8,9
IB15021,43,FEMALE,SOFTWARE ENGINEER,SINGLE,5,76970,35379,2,GOLD LOAN,"1,090,886",9,13994,5,7
IB15024,26,MALE,DIETICIAN,SINGLE,3,95425,53086,2,HOUSING,"488,076",4,61227,5,2
IB15027,47,MALE,DOCTOR,SINGLE,4,79580,,3,SHOPPING,"339,171",9,84824,8,9
IB15028,42,FEMALE,PILOT,SINGLE,4,,28164,5,DINNING,"340,060",3,17476,4,7
IB15031,30,MALE,PILOT,SINGLE,2,86333,47037,3,BUSINESS,"1,042,400",2,34044,3,1
IB15034,31,FEMALE,SOFTWARE ENGINEER,MARRIED,2,70663,33569,4,BUSINESS,"723,786",9,47624,9,0
IB15037,34,MALE,SOFTWARE ENGINEER,MARRIED,7,50568,30010,9,RESTAURANT,"146,770",2,37354,9,3
IB15039,29,MALE,FIRE DEPARTMENT,MARRIED,5,63213,26457,9,TRAVELLING," 15,24,789 ",7,"90,000",2,5
IB15041,44,FEMALE,ACCOUNT MANAGER,MARRIED,4,,35632,8,COMPUTER SOFTWARES," 8,65,478 ",5,"20,145",3,4
IB15044,29,MALE,TEACHER,MARRIED,5,55767,22787,3,TRAVELLING," 6,00,000 ",7,"11,000",0,4
IB15045,34,MALE,POLICE,SINGLE,4,45521,,3,AUTOMOBILE," 2,00,000 ",2,"43,898",1,2
IB15048,55,FEMALE,NURSE,MARRIED,6,38999,24888,4,SHOPPING,"47,787",1,"50,000",0,3
IB15052,32,MALE,PRODUCT ENGINEER,MARRIED,6,,26000,7,COMPUTER SOFTWARES,"80,660",6,"4,500",5,4
IB15055,54,FEMALE,TEACHER,MARRIED,5,50099,29999,4,RESTAURANTS,"30,999",1,"12,000",7,5
IB15057,55,FEMALE,ASSISTANT PROFESSOR,MARRIED,6,54999,25888,4,SHOPPING,"47,787",1,"50,000",0,3
IB15059,32,MALE,SOFTWARE ENGINEER,MARRIED,6,,32000,7,COMPUTER SOFTWARES,"80,660",6,"4,500",5,4
IB15062,54,FEMALE,TEACHER,MARRIED,5,45099,21999,4,RESTAURANTS,"30,999",1,"12,000",7,5
IB15065,43,MALE,PRODUCT ENGINEER,MARRIED,4,55147,35863,8,COMPUTER SOFTWARES," 7,85,241 ",8,"19,999",3,5
IB15068,33,MALE,DOCTOR,MARRIED,6,75000,44541,8,BUILDING," 7,45,213 ",4,"19,541",1,3
IB15071,36,MALE,ELECTRICIAN,MARRIED,2,56985,26648,6,ELECTRONICS," 9,85,413 ",7,"20,000",5,3
IB15074,49,MALE,ASSISTANT MANAGER,MARRIED,7,49612,29542,3,TRAVELLING," 5,87,412 ",7,"65,412",3,2
IB15077,41,MALE,BANK MANAGER,MARRIED,6,68125,41246,6,TRAVELLING," 6,52,147 ",5,"16,524",3,3
IB15079,39,FEMALE,SYSTEM OFFICER,MARRIED,6,,35541,5,EDUCATIONAL LOAN," 1,02,256 ",3,"14,256",4,4
IB15082,51,MALE,SYSTEM MANAGER,MARRIED,3,59999,29111,5,ELECTRONICS,"60,676",8,"13,000",2,5
IB15084,36,FEMALE,CLERK,MARRIED,4,38000,19000,3,HOUSING," 3,00,000 ",2,"5,600",4,8
IB15086,40,MALE,PUBLIC WORKS,MARRIED,4,58000,27000,3,TRAVELLING," 4,00,000 ",9,"19,954",3,2
IB15089,39,MALE,PILOT,MARRIED,7,83647,43007,9,EDUCATIONAL LOAN,"1,283,523",8,28317,1,2
IB15091,42,MALE,AGRICULTURAL ENGINEER,MARRIED,2,66610,35744,4,HOUSING,"582,943",8,28192,0,8
IB15093,31,FEMALE,TEACHER,MARRIED,3,55227,27187,2,GOLD LOAN,"314,714",5,63843,7,3
IB15095,53,FEMALE,SOFTWARE ENGINEER,SINGLE,4,75210,26027,7,HOUSING,"740,375",7,35419,2,4
IB15097,32,FEMALE,DIETICIAN,SINGLE,3,45060,24989,6,TRAVELLING,"400,085",6,41436,4,9
IB15099,45,MALE,DRIVER,MARRIED,6,35838,19788,6,AGRICULTURE,"1,182,282",6,37338,9,3
IB15102,50,FEMALE,TECHNICIAN,MARRIED,3,35938,21048,6,RESTAURANTS,"330,589",8,46120,4,8
IB15104,42,MALE,BANK MANAGER,MARRIED,4,,48072,9,GOLD LOAN,"729,793",6,51976,2,4
IB15107,46,FEMALE,CHARTERED APPRAISER,MARRIED,2,85088,44256,5,HOUSING,"347,254",9,37966,1,5
